CT-CT/20140041";"10";"200.014709/2016-10";"Prorroga a vigência do contrato de 30 de junho de 2017 a 29 de junho de 2018. Em face da implantação dos procedimentos relativos à Depósitos em Garantia Bloqueados para Movimentação - DGBM - com base na Cláusula Terceira - DO FLUXO OPERACIONAL - do Termo de Cooperação Técnica nº 2017/0010, celebrado com o Banco do Brasil S.A, ocorre as seguintes alterações de redação contratual: 1) inclusão da Cláusula Quinta - DA RETENÇÃO DE PROVISÕES POR MEIO DE DEPÓSITOS EM GARANTIA BLOQUEADOS PARA MOVIMENTAÇÃO - DGBM - e renumeração dos atuais parágrafos; 2) Cláusula Sexta - DO PREÇO E DA FORMA DE PAGAMENTO - modificação do Inciso I do Parágrafo Sétimo e a inclusão do Parágrafo Décimo Sétimo; 3) Cláusula Décima Segunda - DAS PENALIDADES - nova redação dos quadros constantes do Parágrafo Oitavo, inclusão do Parágrafo Décimo Oitavo e renumeração dos demais parágrafos; 4) inclusão do Anexo I - AUTORIZAÇÃO PARA UTILIZAÇÃO DO SISTEMA DE DEPÓSITOS EM GARANTIA BLOQUEADOS PARA MOVIMENTAÇÃO - DGBM.";"12/06/2017";"14/06/2017"
CT-CT/20140041";"11";"200.008571/2017-92";"Retificação das Cláusulas Segunda, Terceira e Quarta do Oitavo Termo Aditivo. Repactua em 4,77519% ao valor mensal atualizado do contrato, referente ao Item 1 - prestação de mão de obra - a vigorar a partir de 01 de janeiro de 2017 e em 0,15876% a vigorar a partir de 01 de abril de 2017. Reajusta em 0,30423%, referente ao Item 1 - prestação de mão de obra - e ao valor estimado atualizado do contrato, referente ao Item 2 - fornecimento de materiais de maquiagem e equipamentos, a vigorarem a partir de 30 de junho de 2017. Em face das alterações autorizadas, o valor global atualizado anual do contrato passa de R$ 33.102.144,68 para R$ 34.842.992,72, sendo para o Item 1 = R$ 34.762.013,64 (R$ 2.896.834,47/mês); Item 2 = R$ 30.979,08 e para o Item 3 = R$ 50.000,00, a vigorar a partir de 30 de junho de 2017.";"22/03/2018";"26/03/2018"
CT-CT/20140041";"12";"200.028490/2017-17";"Prorroga a vigência do contrato de 30 de junho de 2018 a 29 de junho de 2019.";"02/05/2018";"07/05/2018"
CN-AC/20110002";"1";"200.017512/2015-43";"Alteração de redação da Cláusula Oitava - DA VIGÊNCIA. Prorroga a vigência do acordo de cooperação técnica de 13 de maio de 2016 a 12 de maio de 2021.";"11/05/2016";"24/05/2016"
CN-AC/20110008";"1";"200.032972/2010-97";"Alteração de texto da Cláusula Primeira - DO OBJETO - da Cláusula Segunda - DAS ATRIBUIÇÕES DAS PARTES - da Cláusula Terceira - DAS DEPENDÊNCIAS - e da Cláusula Quarta - DAS CONDIÇÕES GERAIS.";"24/08/2012";"28/08/2012"
CN-AC/20110008";"2";"200.032972/2010-97";"Sub-rogação do ajuste originário ao SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC - ADMINISTRAÇÃO NACIONAL - CNPJ nº 33.469.172/0001-68 - que passa a assumir e se sub-rogar em todas as obrigações e compromissos firmados no Acordo de Cooperação Técnica nº AC0001/2012, originário e aditivos, ficando o SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC - ADMINISTRAÇÃO REGIONAL DO DISTRITO FEDERAL exonerado das obrigações e compromissos assumidos até essa data. Em consequência ficam alterados a ementa, o preâmbulo e o item 2.2 da Cláusula Segunda - DAS ATRIBUIÇÕES DAS PARTES.";"17/04/2013";"19/04/2013"
CN-AC/20110008";"3";"200.032972/2010-97";"Alteração de texto da Cláusula Primeira - DO OBJETO - modificada pelo Primeiro Termo Aditivo, especificamente quanto ao item ""Bistrô Escola do Senado Federal"", o qual fica substituído para ""Café-Escola no Plenário do Senado Federal""; da Cláusula Terceira - DAS DEPENDÊNCIAS - modificando a alínea ""C"" do item 3 e acréscimo à Cláusula Segunda - DAS ATRIBUIÇÕES DAS PARTES - as alíneas ""G"" - atribuições do Senado Federal - e ""W"" - atribuições do SENAC no item 2.2. ";"26/09/2014";"29/09/2014"
CN-AC/20110008";"4";"200.011474/2015-15";"Prorroga a vigência do acordo de cooperação técnica de 26 de janeiro de 2016 a 25 de janeiro de 2021.";"25/01/2016";"15/02/2016"
CN-AC/20110008";"5";"200.001161/2016-30";"Alteração de texto do Parágrafo Primeiro da Cláusula Quarta do Terceiro Termo Aditivo.";"24/08/2016";"29/08/2016"
CN-AC/20110008";"6";"200.011354/2018-61";"Alteração de redação da Cláusula Primeira - DO OBJETO; do item 3 da Cláusula Terceira - DAS DEPENDÊNCIAS - com a inclusão da alínea ""E"" e dos itens 3.2 ao 3.2.6 e a inclusão do item 5.4 a Cláusula Quinta - RECURSOS FINANCEIROS.";"13/09/2018";"17/09/2018"
CN-AC/20130006";"1";"200.005273/2013-17";"Prorroga a vigência do acordo de cooperação técnica de 06 de março de 2015 a 05 de março de 2017. Alteração de redação das Cláusulas Décima Primeira - DA VIGÊNCIA - Décima Terceira - DAS AUTORIDADES DE CONTATO e Décima Sexta - DOS CASOS OMISSOS. Estabelece o cronograma de reciprocidade para o ano de 2015.";"04/03/2015";"16/03/2015"
CN-AC/20130006";"2";"200.011154/2016-46";"Prorroga a vigência do acordo de cooperação técnica de 06 de março de 2017 a 05 de março de 2018.";"03/03/2017";"08/03/2017"
CN-AC/20130006";"3";"200.010782/2014-42";"Altera a Cláusula Décima Primeira e Cláusula Décima Sexta, modificadas por meio do Primeiro Termo Aditivo. Altera a fundamentação prevista na cláusula Segunda do Acordo relativo à disposição dos servidores do DF. Prorroga o Acordo de 06 de março de 2018 a 05 de março de 2019.";"05/03/2018";"08/03/2018"
CN-AC/20130007";"1";"200.018961/2017-71";"Prorroga a vigência do acordo de cooperação técnica de 09 de abril de 2018 a 08 de abril de 2023.";"06/04/2018";"11/04/2018"
CN-AC/20130009";"1";"200.020769/2013-11";"Fica estabelecido, no Anexo I do Termo de Cooperação nº 005/2013, como data de desocupação do imóvel funcional de propriedade do SENADO FEDERAL o dia 17 de fevereiro de 2028.";"19/09/2014";"23/09/2014"
CN-AC/20140020";"1";"200.002940/2014-91";"Prorroga a vigência do Acordo de Cooperação Técnica de 21 de julho de 2015 a 20 de julho de 2016.";"15/07/2015";"16/07/2015"
CN-AC/20140020";"2";"200.000126/2016-01";"Prorroga a vigência do Acordo de Cooperação Técnica de 21 de julho de 2016 a 20 de julho de 2017.";"20/07/2016";"27/07/2016"
CN-AC/20140020";"3";"200.016729/2016-17";"Prorroga a vigência do Acordo de Cooperação Técnica de 21 de julho de 2017 a 20 de julho de 2018.";"03/05/2017";"04/05/2017"
CN-AC/20140020";"4";"200.000530/2018-39";"Prorroga a vigência do Acordo de Cooperação Técnica de 21 de julho de 2018 a 20 de julho de 2019.";"02/07/2018";"05/07/2018"
CN-AC/20170007";"1";"200.007699/2016-58";"Estabelecer a transferência de tecnologia para instalação e implementação do Sistema de Investigação de Registros Telefônicos e Telemáticos - SITTEL - que integrará em conjunto com o Sistema de Investigação de Movimentações Bancárias - SIMBA - o conjunto tecnológico disponibilizado pelo Ministério Público Federal - MPF - ao SENADO FEDERAL.";"17/05/2017";"18/05/2017"
CN-AC/20170024";"1";"200.004726/2018-01";"Prorroga a vigência do acordo de cooperação técnica de 20 de setembro de 2018 a 19 de setembro de 2019.";"30/07/2018";"31/07/2018"
CN-AC/20170024";"1";"200.004726/2018-01";"Prorroga a vigência do acordo de cooperação técnica de 20 de setembro de 2018 a 19 de setembro de 2019.";"30/07/2018";"31/07/2018"
CN-CNC/20150006";"1";"200.018990/2007-61";"Prorroga a vigência do convênio de consignação de 11 de março de 2017 a 10 de março de 2019. Alteração de redação do Preâmbulo; dos Itens 1, 2 e 3 da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL; do Parágrafo Sexto com a inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS FINANCEIROS DO CONVENIADO - com a renumeração dos atuais parágrafos e da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"10/03/2017";"28/03/2017"
CN-CNC/20150007";"1";"200.014550/2014-63";"Prorroga a vigência do convênio de consignação de 28 de março de 2017 a 27 de março de 2019. Alteração de redação do Preâmbulo; dos Itens 1, 2 e 3 da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL; do Parágrafo Sexto com a inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS FINANCEIROS DO CONVENIADO - com a renumeração dos atuais parágrafos e da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"27/03/2017";"05/04/2017"
CN-CNC/20150008";"1";"200.017729/2005-81";"Prorroga a vigência do convênio de consignação de 18 de abril de 2017 a 17 de abril de 2019. Alteração de redação do Preâmbulo; dos Itens 1, 2 e 3 da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL; do Parágrafo Sexto com a inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS FINANCEIROS DO CONVENIADO - com a renumeração dos atuais parágrafos e da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"11/04/2017";"13/04/2017"
CN-CNC/20150009";"1";"200.023571/2009-11";"Prorroga a vigência do convênio de consignação de 06 de maio de 2017 a 05 de maio de 2019. Alteração de redação do Preâmbulo; dos Itens 1, 2 e 3 da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL; do Parágrafo Sexto com a inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS FINANCEIROS DO CONVENIADO - com a renumeração dos atuais parágrafos e da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"24/04/2017";"26/04/2017"
CN-CNC/20150012";"1";"200.015059/2015-31";"Alteração de redação com a exclusão do Parágrafo Quarto da Cláusula Quarta - DOS ENCARGOS DO CONVENIADO.";"24/09/2015";"25/09/2015"
CN-CNC/20150012";"2";"200.015059/2015-31";"Alteração de redação do título do aditivo contratual, celebrado em 24 de setembro de 2015, sendo onde se lê: ""Termo Aditivo de Ratificação ao Convênio"", leia-se: ""PRIMEIRO TERMO ADITIVO AO CONVÊNIO"".";"28/10/2015";""
CN-CNC/20150012";"3";"200.007734/2015-58";"Alteração de redação da Cláusula Primeira - DO OBJETO - e da Cláusula Oitava - DA VIGÊNCIA E VALIDADE.";"20/11/2015";"24/11/2015"
CN-CNC/20150016";"1";"200.003366/2017-31";"Prorroga a vigência do convênio de consignação de 10 de julho de 2017 a 09 de julho de 2019. Alteração de redação do Preâmbulo; dos Itens 1, 2 e 3 da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL e da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"16/06/2017";"20/06/2017"
CN-CNC/20160012";"1";"200.011517/2015-62";"Prorroga a vigência do convênio de consignação de 31 de maio de 2018 a 30 de maio de 2020. Alteração de redação das Alíneas I, II e III da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL; do Parágrafo Sexto e da inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS DA CONVENIADA e do Parágrafo Único da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"24/05/2018";"28/05/2018"
CN-CNC/20160014";"1";"200.019105/2005-07";"Prorroga a vigência do convênio de consignação de 22 de julho de 2018 a 21 de julho de 2020. Alteração de redação dos Incisos I, II e III da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL - do Parágrafo Sexto e a inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS DO CONVENIADO - e do Parágrafo Único da Cláusula Décima Quinta - DAS CONDIÇÕES GERAIS.";"10/07/2018";"12/07/2018"
CN-CNC/20160015";"1";"200.016981/2015-45";"Prorroga a vigência do convênio de consignação de 28 de julho de 2018 a 27 de julho de 2020. Alteração de redação dos Incisos I, II e III da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL - do Parágrafo Sexto e a inclusão dos Parágrafos Sétimo ao Décimo Segundo da Cláusula Quarta - DOS ENCARGOS DO CONVENIADO - e do Parágrafo Único da Cláusula Décima Quinta - DAS CONDIÇÕES GERAIS.";"11/06/2018";"13/06/2018"
CN-CN/20090003";"1";"200.003692/2009-38";"Alteração de redação dos itens 4.8.2 e 4.8.3 da Cláusula Quarta - DAS CONTRAPARTIDAS DOS PARTÍCIPES.";"10/08/2009";"25/11/2009"
CN-CN/20090003";"2";"200.003692/2009-38";"Prorroga a vigência do convênio de 04 de março de 2014 a 03 de março de 2019. Alteração de redação da Cláusula Primeira - DA FINALIDADE - Cláusula Quarta - DAS CONTRAPARTIDAS DOS PARTÍCIPES e da Cláusula Sétima - DA VIGÊNCIA - do convênio original.";"28/02/2014";"19/03/2014"
CN-CN/20150001";"1";"200.007173/2014-14";"Alteração de redação da Cláusula Sexta - DAS RESPONSABILIDADES FINANCEIRAS - mediante a inclusão do Parágrafo Segundo e a renumeração do Parágrafo Único em Parágrafo Primeiro.";"24/02/2017";"03/03/2017"
CN-CN/20150029";"1";"200.005473/2017-01";"Prorroga a vigência do convênio de 02 de outubro de 2017 a 01 de outubro de 2019. Alteração de redação do Preâmbulo; dos Itens 1, 2 e 3 da Cláusula Terceira - DOS ENCARGOS DO SENADO FEDERAL; da Cláusula Quarta - DOS ENCARGOS FINANCEIROS DO CONVENIADO - com a alteração do Parágrafo Sexto, inclusão dos Parágrafos Sétimo ao Décimo Segundo, renumeração dos atuais parágrafos e da Cláusula Décima Quinta - DAS CONSIDERAÇÕES GERAIS.";"03/08/2017";"04/08/2017"
CN-CN/20170013";"1";"200.023435/2017-22";"Prorroga a vigência do convênio de 30 de maio de 2018 a 29 de maio de 2019.";"29/05/2018";"15/06/2018"
CS-CS/20080008";"1";"200.002175/2008-61";"Reajusta o valor mensal em 7,5435%, correspondendo ao o valor mensal de R$ 28,82, passando de R$ 382,05 para R$ 410,87 a partir de 01/01/2009.";"05/01/2009";""
CS-CS/20080008";"2";"200.002175/2008-61";"Reajusta o valor mensal em 5,4762%, correspondendo ao o valor mensal de R$ 22,50, passando de R$ 410,87 para R$ 433,37 a partir de 01/01/2010.";"02/02/2010";""
CS-CS/20080014";"1";"200.002316/2008-45";"Acréscimo de 02 (dois) pontos de rede local do SENADO FEDERAL nas instalações da Cessão de Uso da Assessoria Parlamentar do Comando do Exército, localizado no Complexo Arquitetônico do Senado Federal, a contar do dia 19 de outubro de 2010.";"13/12/2011";"16/12/2011"
CS-CS/20080022";"1";"200.002768/2008-27";"Altera a razão social do Permissionário, que passa a denominar-se ITAÚ UNIBANCO S.A., CNPJ nº 60.701.190/0001-04, em conformidade com o extrato de Ata da Assembléia Geral Extraodinária e Ordinária de 30/04/2009.";"30/12/2010";"11/01/2011"
CS-CS/20080025";"1";"200.002178/2008-02";"Nova configuração dos equipamentos de informática disponibilizados pelo Senado Federal.";"09/09/2008";"11/09/2008"
CS-CS/20080026";"1";"200.010529/2003-36";"Inclusão de 12,00m² à metragem original da Cessão de Uso CS20080026.";"09/09/2008";"11/09/2008"
CS-CS/20080026";"2";"200.010529/2003-36";"Inclui 16,82 m² à metragem original do Termo de Permissão de Uso de Área Pública nº 0026/2008 e seu Primeiro Termo Aditivo, referente a ampliação do espaço destinado ao posto da CEF, localizado no subsolo do Anexo ""C"" edifício da Secretaria Especial de Informática - PRODASEN. Área total após o acréscimo: 87,56m².";"08/04/2011";"12/04/2011"
CS-CS/20160001";"1";"200.008804/2016-76";"Prorroga a vigência da cessão de uso com compartilhamento de infraestrutura de 20 de janeiro de 2017 a 19 de janeiro de 2018.";"19/01/2017";"25/01/2017"
CS-CS/20160001";"2";"200.002547/2017-40";"Reajusta em 5,43548% ao valor mensal original da cessão de uso com compartilhamento de infraestrutura, correspondente a R$ 597,90, passando de R$ 11.000,00 para R$ 11.597,90, a vigorar a partir de 20 de janeiro de 2017.";"02/05/2017";""
CS-CS/20160001";"3";"200.011584/2017-49";"Prorroga a vigência da cessão de uso com compartilhamento de infraestrutura de 20 de janeiro de 2018 a 19 de janeiro de 2019.";"29/12/2017";"12/01/2018"
CT-CT/20070140";"1";"200.012458/2007-30";"Acresce o valor do Contrato em 24,25%.";"02/02/2009";"05/02/2009"
CT-CT/20070140";"2";"200.012458/2007-30";"O presente aditivo tem por objeto alterar o item 10 do grupo V da Cláusula Quinta. O valor global do contrato permanece inalterado, não implicando essa alteração em modificação no seu preço.";"26/10/2010";"28/10/2010"
CT-CT/20100074";"1";"200.006696/2010-10";"Acréscimo de R$ 916.060,84, correspondente a 18,64881%, e supressão de -R$ 444.279,20, correspondente a -9,04446%, passando o valor global original do contrato de R$ 4.912.167,63 para R$ 5.383.949,27, a vigorar a partir de 22 de março de 2011.";"22/03/2011";"25/03/2011"
CT-CT/20100074";"2";"200.006696/2010-10";"Retifica a Cláusula Primeira do Primeiro Termo Aditivo, em razão do valor suprimido ser a maior, acrescendo em R$ 42.340,45, correspondente a 0,86195%, passando o valor global atualizado do contrato de R$ 5.383.949,27 para R$ 5.426.289,72, a vigorar a partir de 22 de março de 2011. Acréscimo de R$ 344.273,30, correspondente a 7,00858%, e supressão de -R$ 605.393,93, correspondente a -12,32437%, passando o valor global atualizado do contrato para R$ 5.165.169,09, a vigorar a partir de 13 de outubro de 2011.";"13/10/2011";"20/10/2011"
CT-CT/20100149";"1";"200.011667/2009-28";"Acresce em 5,21857% ao valor global original do contrato, correspondendo a R$ 61.785,50, passando o valor global de R$ 1.183.955,58 para R$ 1.245.741,08, a vigorar a partir de 25 de agosto de 2011.";"25/08/2011";"29/08/2011"
CT-CT/20100149";"2";"200.027782/2011-39";"Acresce em 0,95759% ao valor global atualizado do contrato, correspondente a R$ 11.337,42, passando de R$ 1.245.741,08 para R$ 1.257.078,50. Suprime em -1,73653% ao valor global atualizado, correspondente a -R$ 20.559,74, passando de R$ 1.257.078,50 para R$ 1.236.518,76, a vigorar a partir de 16 de dezembro de 2011.";"16/12/2011";"20/12/2011"
CT-CT/20110011";"1";"200.009793/2010-56";"Acresce em 25% ao valor global original do contrato, correspondente a R$ 137.475,00, passando de R$ 549.900,00 para R$ 687.375,00.";"03/05/2011";"05/05/2011"
CT-CT/20110011";"2";"200.009793/2010-56";"Retificação no Primeiro Termo Aditivo do Contrato. Onde se lê: ""603 do Bloco G"" leia-se: ""403 do Bloco C"" e na Cláusula Décima Terceira - Da Vigência - passa a viger com a seguinte redação: ""Este Contrato terá vigência a partir da data de sua assinatura até a do Termo de Recebimento Definitivo do Objeto, conforme previsto no Inciso II da Cláusula Quarta"".";"15/07/2011";"18/07/2011"
CT-CT/20110037";"1";"200.014855/2011-22";"Alteração de redação na Cláusula Quarta do Contrato de Fornecimento de Energia Elétrica - DA DEMANDA CONTRADADA - passando para 80 KW, a vigorar a partir de dezembro de 2012.";"22/11/2012";"04/02/2013"
CT-CT/20120057";"1";"200.027921/2010-43";"Retifica o Anexo Único do Contrato nº 0057/2012, em virtude de Informação nº 003/2012 - SEAENG/SSAGES, alterando o valor global original, correspondente a -R$ 40,00, passando de R$ 133.344,25 para R$ 133.304,25, a vigorar a partir de 11 de dezembro de 2012.";"11/12/2012";"18/12/2012"
CT-CT/20120117";"1";"200.023021/2010-27";"Prorroga a vigência do contrato de 26 de setembro de 2013 a 25 de setembro de 2014.";"13/09/2013";"25/09/2013"
CT-CT/20120117";"2";"200.023021/2010-27";"Prorroga a vigência do contrato de 26 de setembro de 2014 a 25 de setembro de 2015.";"25/09/2014";"02/10/2014"
CT-CT/20120117";"3";"200.011531/2014-85";"Reajusta em 6,58793% ao valor mensal original do contrato, correspondente a R$ 26,29, passando de R$ 399,00 para R$ 425,29, a vigorar a partir de 26 de setembro de 2014.";"28/05/2015";""
CT-CT/20120117";"4";"200.023021/2010-27";"Prorroga a vigência do contrato de 26 de setembro de 2015 a 25 de setembro de 2016. Alteração de redação da Cláusula Nona - DAS PENALIDADES.";"25/09/2015";"13/10/2015"
CT-CT/20120117";"5";"200.016477/2015-45";"Reajusta em 9,90373% ao valor mensal atualizado do contrato, correspondente a R$ 42,12, passando de R$ 425,29 para R$ 467,41, a vigorar a partir de 26 de setembro de 2015.";"15/02/2016";""
CT-CT/20120117";"6";"200.002024/2016-12";"Prorroga a vigência do contrato de 26 de setembro de 2016 a 25 de setembro de 2017.";"23/09/2016";"06/10/2016"
CT-CT/20120117";"7";"200.013653/2016-78";"Reajusta em 9,15476% ao valor mensal atualizado do contrato, correspondente a R$ 42,79, passando de R$ 467,41 para R$ 510,20, a vigorar a partir de 26 de setembro de 2016.";"17/11/2016";""
CT-CT/20120117";"8";"200.015717/2017-56";"Prorroga, em caráter excepcional, a vigência do contrato de 26 de setembro de 2017 a 25 de setembro de 2018.";"25/09/2017";"13/10/2017"
CT-CT/20130054";"1";"200.019420/2012-55";"Termo de Recebimento Definitivo do objeto contratual, referente as etapas de treinamento e instalação dos equipamentos - Itens nº 01 à 09 - emitido em 31 de outubro de 2013. O prazo de vigência contratual para o Item nº 10 - serviço de manutenção preventiva, corretiva e preditiva será de 60 (sessenta) meses, contados a partir da data do recebimento definitivo dos serviços de instalação dos equipamentos, ou seja, até o dia 30 de outubro de 2018.";"31/10/2013";""
CT-CT/20130054";"2";"200.011819/2014-50";"Reajusta em 7,99113% ao valor mensal original do contrato, referente ao Item nº 10 - serviço de manutenção preventiva, corretiva e preditiva, correspondente a R$ 197,11, passando de R$ 2.466,66 para R$ 2.663,77, a vigorar a partir de 01 de novembro de 2014.";"01/10/2015";""
